label,text
neutral,@TheSeanyV would help for some others can't handle uppers and cripples them plus if moderation isn't taken into consideration it'll be bad
hate,Niggas deserve better bitches
neutral,"Even though Lil Wayne's music has turned into trash, No Ceilings and I Am Not A Human Being will always be my favorites."
hate,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies
offensive,Is that the remix fam? &#8220;@Iam_webster: These hoes aint lawyers &#128553;&#127908; lol on god thats my fav Chris Brown song&#8221;
hate,@caykelly16 @MadisonEarhart u guys are fags.
hate,@asshole_king pats owner is a kike.
offensive,Love getting nudes from my bitches &#128520;&#128520;&#128520;&#128520;&#128520;&#128520;&#128520;
neutral,"*squak squak squak squak*
Me: bird shut up!!!
*squak*
Alex: that was an act of defiance 
@Alextalksback"
neutral,Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ
neutral,RT @TheTumblrPosts: This is why Charlie Sheen is an idol http://t.co/6ovXRtTxtN
neutral,Can't stop eating graham crackers
hate,"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils"
offensive,RT @GorgeousLeeiyah: Niggas loose they down bitch for a bitch who down to snitch &#128586;&#128175;
offensive,RT @NewLegendaryEra: Twitter gives bitches unrealistic views of what a relationship is gonna be. If y'all fight. This nigga ain't comin to &#8230;
hate,That shade of faggot clashes with your eye color.
offensive,fucking hot boots. Who doesnt love a boot boy. Lick those soles clean. http://t.co/tHnVlldUt8
hate,@TielerMLG @psvch @HalfAssed_ coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards
offensive,I like my bitches bad wit a Lil attitude
offensive,"Don't touch no sloppy hoes, You might catch somethin.."
offensive,Lol Father has bitches pouring arizona tea on themselves in this one video
hate,"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts"
offensive,This game on some shit!! Haha playing that hoe high had me and my nigggs trippen haha
neutral,@UdrewhendersonU Nope. Super chocolatey yummy brownies.
neutral,"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet"
offensive,@yoPapi_chulo @0beytheLAU @Huntermoore that bitch needs a tittielift
neutral,@mightyfar they need to stop picking up UFCs trash though and build up there own fighters more.
hate,&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;
neutral,"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees"
offensive,I ont care cuz I got hoes. Dats rite I got plenty of em
neutral,RT @BruceForce: Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. http://t&#8230;
offensive,Cheated my way to get? Hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass
offensive,I want to beat this bitches ass soooo bad
neutral,RT @SpacePlankton: Saw a man in a yellow hat at the Grand Canyon today. He was hanging out next to a curious gorge.
offensive,RT @Eaton_27: So apparently @Honn_2 likes takin pictures when he's eatin pussy&#128514;&#128514;
neutral,"RT @marksidaway: Last time #xfactor auditions came to Dublin, I auditioned @MaryByrneMusic and @NiallOfficial. And a man in a blue monkey s&#8230;"
neutral,YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8
offensive,@HippieProblemz pussy poppin on a headstand while ur eating watermelon
offensive,This girl is the nastiest skank bitch I've ever met. DO NOT TRUST HER. She is a fugly slut http://t.co/7sU1UIFUNS
neutral,"@Misplaced_Momma 
Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?"
offensive,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | Hairy Alicia Silver &amp; Tinslee Reagan hairy pussy &#65533; | http://t.co/ToljqdXEE3"
neutral,"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl http://t.co/a27C1XueZP"
hate,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.
hate,"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere"
offensive,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila Nigga I will get dick cheese and force you to eat it bitch
offensive,"RT @yepitstrey: I Be Like

&#128663;_____________&#128659;
Fuck! Here come the 5'o

__&#128663;______&#128659;__
Be cool son

___&#128663;&#128659;_____
Man fuck 

___&#128659;___&#128663;____
bitch ass &#8230;"
hate,@brrrrangadang this nigga &#128529;&#128529;.. know damn well you a coon
neutral,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.
neutral,"@ChrisSFMori 
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math."
offensive,"@SalaciousSully Tony drinking sloppily and saying 'What? I cunt hear you, bare ass me again'"
hate,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts
neutral,Stafford trash without Megatron #fantasyfootballproblems
neutral,Got damn the Lakers trash....
hate,Dumb bitch https://t.co/We46wO15nI
hate,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...
neutral,RT @JC2theQ: Yanks walk off win &#128591;
hate,Ayy Carlton is a ghetto school now #SwitchedAtBirth
hate,@gezus__ die in a car accident then faggot
hate,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;"
offensive,A lot of bitches eat ass nowadays &#128567;
neutral,this show trash RT @IbSkeeAlii: #LongLive RT @ShinyLipz: Queen Latifah show.... &#128564;&#128564;&#128564;&#128564;
hate,@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line
neutral,"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?"
hate,Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk
hate,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?"
hate,Bald head bitches think it's their time to prosper !
neutral,A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.
offensive,CLEARY diz princess iz a bad bitch. http://t.co/jV1SA1b2xw
hate,RT @Carlozxivir: @VocaToaster ching chong
offensive,Would you drink with a nigguh? Do you smoke weed?
neutral,"RT @MrCouture: I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;"
offensive,RT @JLM_2014: It ain't nothin to cut that bitch off&#128129;
neutral,Early bird get the worm.
offensive,"&#8220;@thachosenkid321: What hoes do I have tbh on the highest of keys&#8221;

same"
neutral,Nike DC is trash.
hate,"@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. 
Makes bullet placement interesting thru a scope."
neutral,"Rose colored glasses only, you guys. #wvnextin6"
offensive,@KeyshawnSwag the bad bitch with them ugly ass nikes
hate,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;"
neutral,"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc"
neutral,"RT @ella__fraser: When you clam up, my survival instinct is to kick the door shut"
offensive,Lol bitch u a has been
neutral,!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...
offensive,8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this
neutral,&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http://t.co/49KYwZnotU
neutral,This brownies bro
offensive,"My nigguh
Me naturally forever be fly!"
hate,@mikecheck_123 the favorite drink of white trash everywhere....
neutral,"green beans, summer yellow squash, zucchini, cucumber I will set some more out by the road today its free."
hate,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now
offensive,@Tayscalf @protrill fuck em right in the pussy
neutral,"RT @LauraBehnke: #Yankees fans having flashbacks! RT @WCCORosen: @LauraBehnke You remember THIS Phil Hughes! It's already 4 to 0, still no &#8230;"
offensive,RT @FightsOnVine: She used her hair to throw her then kicked her in the head THEN called her a bitch &#128553;&#128514; https://t.co/JUywZNabP5
hate,"@Alicia112794 So basically you like the background music, fag."
hate,"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke"
neutral,RT @Yankees: SEE YA! @JacobyEllsbury gives the #Yankees a 4-3 lead in the 10th with a solo home run!
offensive,@LupeFiasco uh oh its 9/11 what you gonna preach and cry about today faggot.
offensive,Probably saved @KingBorgman's ass today. About out gas in a Diesel engine.&#128514; what would you do without your redneck friends?&#128514;&#128514;
hate,2 hoes 1 dyke
neutral,RT @TheOrlandoJones: Funny how people who take their fantasy sports leagues very seriously are celebrated while those who play D&amp;D are mock&#8230;
neutral,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm
hate,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug."
hate,"@aldofelix naw dude I wish, they're white trash"
hate,@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;
offensive,&#8220;@JoeBudden: The bad bitches are only bad until they start talking anyway.&#8221; He Preaching
offensive,@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle
neutral,Early bird gets the worm! &#128027;&#128036;
neutral,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe"
neutral,RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi
offensive,Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha #queers @mckinley719
hate,Sonnen is a faggot
neutral,"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown"
offensive,don't be surprised when I'm a bitch to you because you're always a dick towards me
neutral,Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/MywaAFD1yB #tcot #pjnet
offensive,@bijoudulcet geminis rule hoe. &#128524;
neutral,RT @russnelligan: Final debate clean-up: journalists sure know how to trash a lobby... #wcvbpoli #wcvb http://t.co/LMerSj8sTi
offensive,Lmao! RT @HUMonTHESE Harden look like the last air bender out this bitch. http://t.co/jN8exkXf
hate,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/9ZWr3O33iu #wtf"
neutral,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman"
hate,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson"
neutral,"If the crust ain&#8217;t graham cracker, keep that pie"
neutral,@LandonVanBus Charlie Day?
offensive,Teach me RT @IntellectsRUs: You really be fucking bitches brah?
hate,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
neutral,Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds
hate,@illbreatheyouin happy birthday faggot.
offensive,"Young, stupid ass hoes these days&#128514;&#128514;#GOTDAYUM"
hate,@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo yeah ok nigger.
neutral,@tweebest clam it
neutral,somebody take these Oreos away from me before I eat the whole pack
offensive,@usweekly that old cunt needs to sit down
hate,...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be
offensive,"@Yeahhhmans way to take orders like a little bitch, bitch"
neutral,"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand.. Like I colored my hair what a big difference"
offensive,That's why I don't stunt these hoes on Instagram. #teamrealbooty http://t.co/VchXqgMbDE
offensive,People hate on da rig life but I love my baby more then a pussy ass nigguh
offensive,I'm sticking with @tha_fluzzy07's theory that black pussy tastes like strawberry milk.
offensive,I dont got no type... Bad bitches is the only thang that i like! You aint got no life.. Cups with the ice and we do this every night!&#127926;
offensive,This nigga to my left ugly then a bitch
offensive,I was getting to the business while you was chasing the bitches
neutral,@sweetlou462 Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.
hate,@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.
offensive,Bitches with trash pussy always want unprotected sex
offensive,&#8220;@nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/ZDf98BpF94&#8221;
hate,@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit
offensive,"Now put Ya ass on this dicc, let me know you that baddest lit bitch."
offensive,Horny MiLF in sexy lingerie has her old pussy pummeled by a hard&#160;dick http://t.co/QsdW8mQNSl
hate,@davidly62793584 how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha
offensive,Really ain't nuttin to cut that bitch off
neutral,Them brownies tho &#128524;&#128076;
hate,@who__CHRISJONES @WhyYouSoShort who is dis crack ass cracker
hate,"@The_Red_Sea @shetheTRUTHtho say that shit to my face ""Bruh"" you a bitch for gettin in a man u dont know business. Handle yo own shit"
neutral,Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.
hate,Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;
offensive,@kieffer_jason and stop being a bitch made nigga and man up and show up for that ass whooping
hate,@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers
neutral,RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;
offensive,"RT @O_MyGotti: you have a girlfriend, stop asking these hoes to be your bestfriend."
neutral,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash"
hate,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!
neutral,@treagle05 early bird gets the worm tomcat
hate,@bellaangeletti no ud still be a fag if I was lolz
neutral,"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;"
offensive,&#8220;@FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch
offensive,Rusty hoe to bumpin 2 me #NeedDaName http://t.co/DwAEjyUbQr
neutral,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/thXm7Hjo07
offensive,"RT @CzarofSwag: To the retards chanting USA at the FC Dallas game, Kansas is in the USA."
offensive,People ask me y I never speak up bout the subtweets n lil shit people say ...BABY tbh ion give a dam bout none of that no nigga or bitch oml
neutral,"RT @intelwire: Significant number of US tweets were Americans flipping the bird to IS. UK, not so much."
hate,gay ass fags http://t.co/eqn4gvW42V
neutral,I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M
neutral,Did the Italian bird just call Janet a calzone? #UNCLEtweet
hate,@leiacatherinexx don&#8217;t be a hurt little faggot
hate,@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN
neutral,"before and after I started playing flappy bird ...
before: &#128522;&#127800;&#128077;&#9728;&#65039;
after: &#128545;&#128299;&#128165;&#128163;&#128293;&#128659;&#128658;"
neutral,Chance is trash
hate,RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass
hate,@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.
offensive,add me on snapchat bitches @ erinblair
hate,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.
hate,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
neutral,"RT @ceut: BushCo used to publicly trash ex-officials who wrote books - Snow, O'Neill, etc. Bet we won't hear PBO trashing Gates... #morning&#8230;"
offensive,Lmaoooooooo! RT @HeauxmerSimpson D'Angelo prolly nice as shit at Madden now. Lmao. Fat bitch.
neutral,Charlie Baltimore look good for 45 &#128563;
hate,@SexWith_SocksOn faggot
offensive,Yall couldn't wAit till Halloween to dress up like hoes
hate,I prefer Jameis Winston to not speak on TV at all. Damn coon.
offensive,If my tweets hit too close to home why you subbing me lil stupid ass bitch? Check Ya own fucking self issues lil bitch.
hate,"@Brice2254 Fuck you, faggot."
neutral,George Rockwell (2 of 3) Speech at Lynchberg Armo&#8230;: http://t.co/5LFXMdYU2g Proud to say my Uncle Kelly was at this speech in 63.
offensive,"Shiiiit @Pontiac_Holmes, drops you a couple extra dollars on that hoe. Get her a Brazilian. Gotsta spend money to make money!"
hate,@JRise88 @G_Anderson4 what do you want fag
neutral,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.
offensive,@IvetteBrianna_ fag
offensive,Imma get home around 0300 problem is it's a coon leaving the bar that drank 7 shots of crown royal think he still can drive
offensive,@kelvinkayyy safe bruv welcum to twitter my niggur
neutral,"Sometimes, even I gotta tell these hoes to grow up smh"
neutral,RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014
hate,@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?
neutral,Fairy tale world lmao
neutral,"It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol"
neutral,@ronniecaine so 'how bout now' was just trash huh.
neutral,I can't play flappy bird. It makes me angry.
neutral,@PhilHecken I don&#8217;t understand how it&#8217;s weak to give anything to Jeter when the Astros barely have any history with the Yankees
neutral,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent
neutral,"@GOPBlackChick @barrackobama just said u.s.was full of nice,giving,smart ppl.I thought we were mean,unexceptional,bitter clingers?#evolved?"
offensive,Stupid ass hoe
offensive,I'm bout to get this bitch a cell mate
hate,@gvvenivere learn how to type ya hillbilly
hate,"' If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http://t.co/lVNDRDPpQT"
hate,#California is full of white trash
neutral,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/ZsAAzFL0p5
hate,"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit"
hate,"Bitch fuck yo nigga, what's up with that pussy!!?!"
offensive,Tf bitch do mine
hate,@JRise88 @LongLiveTylerD your a fag
offensive,Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs
offensive,@LaIndieKid @tneut10 @riwhey_000 what you say bitch? #selfiesONselfies http://t.co/FcMlVtIGbL
hate,Hate this dyke
offensive,"RT @SkinnyKenny13: ""@1017_Sqquad: When a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;"" do&#8230;"
offensive,@EricWithAHotDad bitch I'm done with school
neutral,"@Krbfarms @Cornfrmr Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie"
offensive,RT @NikkiiNick22: Customers at like you make the prices... Like no bitch I don't
offensive,"RT @that1kidzi: Ohioans clowned on Kid like, ""It's sooo warm here! What the fuck is wrong with Minnesota?"" Well that bitch Karma teamed wit&#8230;"
neutral,"RT @Loxodonta_s: #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" http://t.co&#8230;"
offensive,I guess I just come off as a bitch to people &#128529;
hate,"@Aryanliving Welcome to the movement. Anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet)."
offensive,You a pussy hoe until you give me pussy hoe
hate,Cute ass niggah. http://t.co/h0SQoPTYfX
neutral,&#8220;@theellemac: Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie
offensive,my bitches getting even badder
neutral,Tonight. My sole purpose is to be thoroughly intoxicated. Night off and no class In the AM. Maybe I deserve it
hate,@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats
neutral,RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL
hate,Fuk wit a real nicca
offensive,He run his mouth just like a bitch I had to cut em off
hate,https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag
neutral,RT @almostkanye: RT @Resolutionary_: if Crabtree woulda caught that over Sherman for the game y'all woulda said Sherman trash &amp; he got what&#8230;
offensive,RT @1JohnnyCinco: You can't go wrong with a loyal bitch.
hate,@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva
neutral,"RT @sportspickle: Yankees didn't want Russell Martin, so he signed with the Pirates 2 years ago. Pirates have made back-to-back postseasons&#8230;"
offensive,Beer ball isn't for pussies
hate,Y'all hoes really get mad cause a nigga don't want cha
offensive,&#8220;@odlew11: Who clothes in the dryer? I'm tryna dry my clothes&#8221;throw them hoes out
offensive,Yo bitch wanna fuck the squad
hate,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk."
hate,RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF
offensive,RT @Lydsortiz: Knew a bad bitch but she was kinda slow
offensive,If only my new local mall wasn't so ghetto
offensive,&#8220;@RudePost: A new breed of white girl... https://t.co/0Zsu3zQiXD&#8221; she slammed that bitch &#128527;&#128514;
hate,RT @PacDaGoat: I really hate attention seeking hoes. Hope they all die
neutral,RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike
neutral,@jessitron @Bsilverstrim77 ...in fact were I to start a for-profit university this would be the sole requirement for graduation!
neutral,"If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve."
hate,@phishlicia I'm 5'8 fag &#128536;&#128536;
neutral,@Yankees isn't that kind of saying the #Braves won't make it to the World Series? LOL
neutral,Majority of it is trash anyway.
hate,#Dutch people who live outside of #NewYorkCity are all white trash.
hate,RT @JHarmelink182: The fox says you're a cunt.
offensive,stupid bitch&#8230;&#8230; count to H and get off my phone
offensive,he said it's a black bitch &#128561;&#128552;&#128533;
neutral,I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey
offensive,#youaremoreattractive if u a real bitch!
offensive,"RT @RealBobbyJay: If a mf really like you&#9786;&#65039;, they'll drop all their hoes&#128108;&#128109;, exes&#9995;&#128530;, &amp; groupies and focus only on you.. &#128107;"
neutral,RT @iDntWearCondoms: If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along
hate,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame
offensive,RT @CuhCuhCuh: its some sexy ugly bitches in the world cuh that ill fucc
offensive,"&#128073; RT @OeauxMar: Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &#128514;&#128514;&#128514;&#128514; Yep Fucboy"
hate,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.
neutral,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT
offensive,Call dat bitch... http://t.co/p50wtGrz8a
offensive,' Lemme find out you didn't answer my call cause you otp with that niggah &#1041204;
offensive,RT @bdha: http://t.co/zPrnmY7kQR What a shit heel.
neutral,I like the Yankees toinight -107 http://t.co/J4rhaMBu
hate,Yo bitch on my dick she come to my crib she get passed around no love
hate,@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies
offensive,"imagine if white people said ""my honkey"" instead of ""my nigga"" lol"
offensive,I made ya bitch sicc wit that one &#128514;
neutral,"the rams really dont wanna be trash, jeff fisher really bout it"
neutral,Houston has so many trash drivers
hate,RT @JoeCaroselli1: Jameis Winston is a nigger
offensive,Hoes get in this bitch ... Talk about irrelevant shit ... &#128514;&#128514;&#128514;
hate,When a pussy nigga socks you and doesn't knock you out.
offensive,@Oskzilla come draw and paint with me niggah!
neutral,RT @SenorSteez This whole week was trash
hate,@delaney_guinan a faggot that needs to grow up
neutral,Am ghetto http://t.co/kgu2SePIQZ
offensive,I be lonely&#128514;&#128514; I have no hoes &#128553;&#128514;&#9995;
hate,faggot http://t.co/tkPokv3ncd
hate,"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot."
neutral,"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers."
neutral,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0
hate,@Taylor_1017 faggot
offensive,About all u can expect from a nicca that can barely talk! Lmao RT @SpaceJam_Teeg: @VonshayeB dude can't spell worth shit yo lol
offensive,I didn't wanna see your hoe ass pictures anyways. Take care of your fuckin kids too.
hate,"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots."
offensive,Bad bitches is the only thing that I like
neutral,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc"
offensive,@Oskzilla not fair! You're still a faggot -.-
offensive,hahaha dumb bitch
offensive,RT @WWECrowe: #JerrySpringer on #RAW ...... The white trash side of me is applauding @WWE
hate,@CrackerJhak Because you're a fag
neutral,Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;
offensive,RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr
neutral,RT @23Vnds: Check out the homie @renz360 for that sole sauce! That stuff does miracles!!! @renz360 @renz360&#8230; http://t.co/EecEzJRx6C
neutral,Gonna shower for the sole purpose of shampooing my beard.
hate,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him
offensive,girls will hoe just as the sun will shine
offensive,These hoes get thick n fat confused way more than often!!!!!!!!
hate,Only white trash watch football.
hate,"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;"
offensive,Ima spread that pussy out like a acre
neutral,It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T
neutral,"@leprechaun_ie Strong with the Force, leprechauns are."
offensive,I love when girls pass up the guys who want Something real and to treat them right for the guy who just uses em cuz then they bitch about it
offensive,I swear bitches is looney I like a pic ...&amp; I'm fucking that bitch&#128514;&#128514;&#128514;
neutral,Charlie Sheen never disappoints.
hate,@truuueee_ that bitch done.. have it to u on Sunday my nigga
hate,niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up
hate,dem niggas ca have them white hoes.... I love my beautiful black sistas....
neutral,Don't follow the astros they said. They're trash they said. Well now look at them #astros
neutral,Friends don't let friends become guidos. #themoreyouknow
offensive,RT @derekt529: See RT @Adolfhibsta: Your pussy &amp; personality gotta be trash if a nigga stopped talking to you after sex
neutral,What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.
hate,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb"
neutral,"Haha, Yankees fans are bent out of shape about the Hu27le graphic"
hate,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt"
offensive,These hoes be busting nuts when they get a RT
offensive,Boy damn jitt got his ass bitch slapped in da court yard comin to 6th period &#128514;&#128514;&#128514; i was yelln n shit
offensive,"I'm dry humping hoes tonite bussin on they costume so they man deal wit em later. RT @Me_RonG: Somebody girl gettin fucked tonight"""
neutral,Can we revisit @ChairmanL's idea of two teams of @Yankees playing against each other? I would like to see a game every now &amp; then.
hate,My neighbors be sick when i wake um up to all this nigger music ctfu
hate,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes
